k,re,im
1.570000e+02,-3.490179e+01,0.000000e+00
1.580000e+02,-3.356168e+01,0.000000e+00
1.590000e+02,-2.745905e+01,4.560452e+00
1.600000e+02,-2.745905e+01,-4.560452e+00
1.610000e+02,-2.990146e+01,0.000000e+00
1.620000e+02,-2.245214e+01,0.000000e+00
1.630000e+02,-1.460808e+01,0.000000e+00
1.640000e+02,-1.445983e+01,0.000000e+00
1.650000e+02,-1.423807e+01,0.000000e+00
1.660000e+02,-1.424723e+01,0.000000e+00
1.670000e+02,-1.011017e+01,0.000000e+00
1.680000e+02,-1.009663e+01,0.000000e+00
1.690000e+02,-1.006989e+01,0.000000e+00
1.700000e+02,-1.007045e+01,0.000000e+00
1.710000e+02,-4.976944e-01,6.925407e+00
1.720000e+02,-4.976944e-01,-6.925407e+00
1.730000e+02,-4.917008e-01,6.866458e+00
1.740000e+02,-4.917008e-01,-6.866458e+00
1.750000e+02,-4.924434e-01,6.871022e+00
1.760000e+02,-4.924434e-01,-6.871022e+00
1.770000e+02,-1.210190e+00,3.982324e+00
1.780000e+02,-1.210190e+00,-3.982324e+00
1.790000e+02,-4.180115e-02,3.719133e+00
1.800000e+02,-4.180115e-02,-3.719133e+00
1.810000e+02,-4.481328e+00,0.000000e+00
1.820000e+02,-4.444530e+00,0.000000e+00
1.830000e+02,-3.526384e+00,0.000000e+00
1.840000e+02,-3.361714e+00,0.000000e+00
1.850000e+02,-5.397815e-01,2.113903e+00
1.860000e+02,-5.397815e-01,-2.113903e+00
1.870000e+02,-7.359550e-01,1.855483e+00
1.880000e+02,-7.359550e-01,-1.855483e+00
1.890000e+02,-2.782609e+00,0.000000e+00
1.900000e+02,-2.766059e+00,0.000000e+00
1.910000e+02,-1.696434e+00,1.474739e+00
1.920000e+02,-1.696434e+00,-1.474739e+00
1.930000e+02,-1.043656e+00,1.646293e+00
1.940000e+02,-1.043656e+00,-1.646293e+00
1.950000e+02,-1.905403e+00,0.000000e+00
1.960000e+02,-2.001313e+00,0.000000e+00
1.970000e+02,-2.000018e+00,0.000000e+00
1.980000e+02,-1.591331e+00,0.000000e+00
1.990000e+02,-2.491753e-01,6.450015e-01
2.000000e+02,-2.491753e-01,-6.450015e-01
2.010000e+02,-9.618323e-01,0.000000e+00
2.020000e+02,-8.630558e-01,0.000000e+00
2.030000e+02,-3.730811e-01,4.527884e-01
2.040000e+02,-3.730811e-01,-4.527884e-01
2.050000e+02,-3.841346e-01,4.496156e-01
2.060000e+02,-3.841346e-01,-4.496156e-01
2.070000e+02,-6.596798e-01,2.051899e-01
2.080000e+02,-6.596798e-01,-2.051899e-01
2.090000e+02,-5.699447e-01,0.000000e+00
2.100000e+02,6.338642e-06,0.000000e+00
2.110000e+02,-9.914108e-02,0.000000e+00
2.120000e+02,-6.862226e-02,0.000000e+00
2.130000e+02,-1.962164e-01,0.000000e+00
2.140000e+02,-1.986038e-01,0.000000e+00
2.150000e+02,-1.986295e-01,0.000000e+00
2.160000e+02,-2.000000e+01,0.000000e+00
2.170000e+02,-2.000000e+01,0.000000e+00
2.180000e+02,-2.000000e+01,0.000000e+00
2.190000e+02,-2.000000e+01,0.000000e+00
2.200000e+02,-2.000000e+01,0.000000e+00
2.210000e+02,-2.000000e+01,0.000000e+00
2.220000e+02,-2.000000e+01,0.000000e+00
2.230000e+02,-9.999777e+01,0.000000e+00
2.240000e+02,-9.999822e+01,0.000000e+00
2.250000e+02,-9.999895e+01,0.000000e+00
2.260000e+02,-9.999898e+01,0.000000e+00
2.270000e+02,-3.719402e+01,0.000000e+00
2.280000e+02,-3.712062e+01,0.000000e+00
2.290000e+02,-3.612064e+01,0.000000e+00
2.300000e+02,-3.585725e+01,0.000000e+00
2.310000e+02,-3.490177e+01,0.000000e+00
2.320000e+02,-3.356166e+01,0.000000e+00
2.330000e+02,-2.745861e+01,4.560306e+00
2.340000e+02,-2.745861e+01,-4.560306e+00
2.350000e+02,-2.990178e+01,0.000000e+00
2.360000e+02,-2.245214e+01,0.000000e+00
2.370000e+02,-1.460804e+01,0.000000e+00
2.380000e+02,-1.445975e+01,0.000000e+00
2.390000e+02,-1.423806e+01,0.000000e+00
2.400000e+02,-1.424722e+01,0.000000e+00
2.410000e+02,-1.011017e+01,0.000000e+00
2.420000e+02,-1.009664e+01,0.000000e+00
2.430000e+02,-1.006989e+01,0.000000e+00
2.440000e+02,-1.007045e+01,0.000000e+00
2.450000e+02,-4.977299e-01,6.925484e+00
2.460000e+02,-4.977299e-01,-6.925484e+00
2.470000e+02,-4.916859e-01,6.866520e+00
2.480000e+02,-4.916859e-01,-6.866520e+00
2.490000e+02,-4.924494e-01,6.871004e+00
2.500000e+02,-4.924494e-01,-6.871004e+00
2.510000e+02,-1.193327e+00,3.969208e+00
2.520000e+02,-1.193327e+00,-3.969208e+00
2.530000e+02,-6.337318e-02,3.720327e+00
2.540000e+02,-6.337318e-02,-3.720327e+00
2.550000e+02,-4.481226e+00,0.000000e+00
2.560000e+02,-4.444529e+00,0.000000e+00
2.570000e+02,-5.457071e-01,2.107236e+00
2.580000e+02,-5.457071e-01,-2.107236e+00
2.590000e+02,-3.526708e+00,0.000000e+00
2.600000e+02,-3.361696e+00,0.000000e+00
2.610000e+02,-7.356208e-01,1.875834e+00
2.620000e+02,-7.356208e-01,-1.875834e+00
2.630000e+02,-1.693959e+00,1.494401e+00
2.640000e+02,-1.693959e+00,-1.494401e+00
2.650000e+02,-2.782930e+00,0.000000e+00
2.660000e+02,-2.765864e+00,0.000000e+00
2.670000e+02,-1.034407e+00,1.620639e+00
2.680000e+02,-1.034407e+00,-1.620639e+00
2.690000e+02,-1.903277e+00,0.000000e+00
2.700000e+02,-2.001333e+00,0.000000e+00
2.710000e+02,-1.999965e+00,0.000000e+00
2.720000e+02,-1.591331e+00,0.000000e+00
2.730000e+02,-2.491754e-01,6.450012e-01
2.740000e+02,-2.491754e-01,-6.450012e-01
2.750000e+02,-9.309591e-01,5.105833e-02
2.760000e+02,-9.309591e-01,-5.105833e-02
2.770000e+02,-3.847159e-01,4.495265e-01
2.780000e+02,-3.847159e-01,-4.495265e-01
2.790000e+02,-3.728859e-01,4.535078e-01
2.800000e+02,-3.728859e-01,-4.535078e-01
2.810000e+02,-6.441499e-01,2.049238e-01
2.820000e+02,-6.441499e-01,-2.049238e-01
2.830000e+02,-5.679368e-01,0.000000e+00
2.840000e+02,6.338652e-06,0.000000e+00
2.850000e+02,-6.969265e-02,0.000000e+00
2.860000e+02,-9.865153e-02,0.000000e+00
2.870000e+02,-1.962206e-01,0.000000e+00
2.880000e+02,-1.986045e-01,0.000000e+00
2.890000e+02,-1.986295e-01,0.000000e+00
2.900000e+02,-2.000000e+01,0.000000e+00
2.910000e+02,-2.000000e+01,0.000000e+00
2.920000e+02,-2.000000e+01,0.000000e+00
2.930000e+02,-2.000000e+01,0.000000e+00
2.940000e+02,-2.000000e+01,0.000000e+00
2.950000e+02,-2.000000e+01,0.000000e+00
2.960000e+02,-2.000000e+01,0.000000e+00
2.970000e+02,-9.999777e+01,0.000000e+00
2.980000e+02,-9.999822e+01,0.000000e+00
2.990000e+02,-9.999895e+01,0.000000e+00
3.000000e+02,-9.999898e+01,0.000000e+00
3.010000e+02,-3.719402e+01,0.000000e+00
3.020000e+02,-3.712062e+01,0.000000e+00
3.030000e+02,-3.612066e+01,0.000000e+00
3.040000e+02,-3.585725e+01,0.000000e+00
3.050000e+02,-3.490175e+01,0.000000e+00
3.060000e+02,-3.356164e+01,0.000000e+00
3.070000e+02,-2.745817e+01,4.560160e+00
3.080000e+02,-2.745817e+01,-4.560160e+00
3.090000e+02,-2.990210e+01,0.000000e+00
3.100000e+02,-2.245214e+01,0.000000e+00
3.110000e+02,-1.460801e+01,0.000000e+00
3.120000e+02,-1.445967e+01,0.000000e+00
3.130000e+02,-1.423806e+01,0.000000e+00
3.140000e+02,-1.424722e+01,0.000000e+00
3.150000e+02,-1.011017e+01,0.000000e+00
3.160000e+02,-1.009665e+01,0.000000e+00
3.170000e+02,-1.006989e+01,0.000000e+00
3.180000e+02,-1.007045e+01,0.000000e+00
3.190000e+02,-4.977654e-01,6.925560e+00
3.200000e+02,-4.977654e-01,-6.925560e+00
3.210000e+02,-4.916705e-01,6.866582e+00
3.220000e+02,-4.916705e-01,-6.866582e+00
3.230000e+02,-4.924557e-01,6.870986e+00
3.240000e+02,-4.924557e-01,-6.870986e+00
3.250000e+02,-1.175608e+00,3.955548e+00
3.260000e+02,-1.175608e+00,-3.955548e+00
3.270000e+02,-8.583076e-02,3.721894e+00
3.280000e+02,-8.583076e-02,-3.721894e+00
3.290000e+02,-4.481124e+00,0.000000e+00
3.300000e+02,-4.444528e+00,0.000000e+00
3.310000e+02,-3.527030e+00,0.000000e+00
3.320000e+02,-3.361678e+00,0.000000e+00
3.330000e+02,-5.522400e-01,2.099549e+00
3.340000e+02,-5.522400e-01,-2.099549e+00
3.350000e+02,-7.330302e-01,1.897175e+00
3.360000e+02,-7.330302e-01,-1.897175e+00
3.370000e+02,-1.692485e+00,1.514229e+00
3.380000e+02,-1.692485e+00,-1.514229e+00
3.390000e+02,-2.783241e+00,0.000000e+00
3.400000e+02,-2.765678e+00,0.000000e+00
3.410000e+02,-1.025760e+00,1.595044e+00
3.420000e+02,-1.025760e+00,-1.595044e+00
3.430000e+02,-1.901146e+00,0.000000e+00
3.440000e+02,-2.001351e+00,0.000000e+00
3.450000e+02,-1.999917e+00,0.000000e+00
3.460000e+02,-1.591331e+00,0.000000e+00
3.470000e+02,-2.491756e-01,6.450009e-01
3.480000e+02,-2.491756e-01,-6.450009e-01
3.490000e+02,-9.469110e-01,8.069552e-02
3.500000e+02,-9.469110e-01,-8.069552e-02
3.510000e+02,-3.852812e-01,4.495041e-01
3.520000e+02,-3.852812e-01,-4.495041e-01
3.530000e+02,-3.727071e-01,4.541831e-01
3.540000e+02,-3.727071e-01,-4.541831e-01
3.550000e+02,-6.310582e-01,2.059382e-01
3.560000e+02,-6.310582e-01,-2.059382e-01
3.570000e+02,-5.662059e-01,0.000000e+00
3.580000e+02,6.338662e-06,0.000000e+00
3.590000e+02,-7.082613e-02,0.000000e+00
3.600000e+02,-9.811153e-02,0.000000e+00
3.610000e+02,-1.962250e-01,0.000000e+00
3.620000e+02,-1.986053e-01,0.000000e+00
3.630000e+02,-1.986295e-01,0.000000e+00
3.640000e+02,-2.000000e+01,0.000000e+00
3.650000e+02,-2.000000e+01,0.000000e+00
3.660000e+02,-2.000000e+01,0.000000e+00
3.670000e+02,-2.000000e+01,0.000000e+00
3.680000e+02,-2.000000e+01,0.000000e+00
3.690000e+02,-2.000000e+01,0.000000e+00
3.700000e+02,-2.000000e+01,0.000000e+00
3.710000e+02,-9.999777e+01,0.000000e+00
3.720000e+02,-9.999822e+01,0.000000e+00
3.730000e+02,-9.999895e+01,0.000000e+00
3.740000e+02,-9.999898e+01,0.000000e+00
3.750000e+02,-3.719402e+01,0.000000e+00
3.760000e+02,-3.712062e+01,0.000000e+00
3.770000e+02,-3.612068e+01,0.000000e+00
3.780000e+02,-3.585725e+01,0.000000e+00
3.790000e+02,-3.490173e+01,0.000000e+00
3.800000e+02,-3.356162e+01,0.000000e+00
3.810000e+02,-2.745773e+01,4.560014e+00
3.820000e+02,-2.745773e+01,-4.560014e+00
3.830000e+02,-2.990242e+01,0.000000e+00
3.840000e+02,-2.245214e+01,0.000000e+00
3.850000e+02,-1.460798e+01,0.000000e+00
3.860000e+02,-1.445959e+01,0.000000e+00
3.870000e+02,-1.423805e+01,0.000000e+00
3.880000e+02,-1.424722e+01,0.000000e+00
3.890000e+02,-1.011017e+01,0.000000e+00
3.900000e+02,-1.009666e+01,0.000000e+00
3.910000e+02,-1.006989e+01,0.000000e+00
3.920000e+02,-1.007045e+01,0.000000e+00
3.930000e+02,-4.978009e-01,6.925637e+00
3.940000e+02,-4.978009e-01,-6.925637e+00
3.950000e+02,-4.916547e-01,6.866645e+00
3.960000e+02,-4.916547e-01,-6.866645e+00
3.970000e+02,-4.924624e-01,6.870967e+00
3.980000e+02,-4.924624e-01,-6.870967e+00
3.990000e+02,-1.156930e+00,3.941266e+00
4.000000e+02,-1.156930e+00,-3.941266e+00
4.010000e+02,-1.092780e-01,3.723905e+00
4.020000e+02,-1.092780e-01,-3.723905e+00
4.030000e+02,-4.481023e+00,0.000000e+00
4.040000e+02,-4.444526e+00,0.000000e+00
4.050000e+02,-3.527352e+00,0.000000e+00
4.060000e+02,-3.361659e+00,0.000000e+00
4.070000e+02,-5.594824e-01,2.090427e+00
4.080000e+02,-5.594824e-01,-2.090427e+00
4.090000e+02,-7.284015e-01,1.919577e+00
4.100000e+02,-7.284015e-01,-1.919577e+00
4.110000e+02,-1.692012e+00,1.534039e+00
4.120000e+02,-1.692012e+00,-1.534039e+00
4.130000e+02,-2.783543e+00,0.000000e+00
4.140000e+02,-2.765501e+00,0.000000e+00
4.150000e+02,-1.017395e+00,1.570045e+00
4.160000e+02,-1.017395e+00,-1.570045e+00
4.170000e+02,-1.899010e+00,0.000000e+00
4.180000e+02,-2.001367e+00,0.000000e+00
4.190000e+02,-1.999871e+00,0.000000e+00
4.200000e+02,-1.591331e+00,0.000000e+00
4.210000e+02,-2.491758e-01,6.450006e-01
4.220000e+02,-2.491758e-01,-6.450006e-01
4.230000e+02,-9.609685e-01,9.814712e-02
4.240000e+02,-9.609685e-01,-9.814712e-02
4.250000e+02,-3.858279e-01,4.495371e-01
4.260000e+02,-3.858279e-01,-4.495371e-01
4.270000e+02,-3.725465e-01,4.548264e-01
4.280000e+02,-3.725465e-01,-4.548264e-01
4.290000e+02,-6.197672e-01,2.074019e-01
4.300000e+02,-6.197672e-01,-2.074019e-01
4.310000e+02,-5.646861e-01,0.000000e+00
4.320000e+02,6.338672e-06,0.000000e+00
4.330000e+02,-7.203432e-02,0.000000e+00
4.340000e+02,-9.750987e-02,0.000000e+00
4.350000e+02,-1.962295e-01,0.000000e+00
4.360000e+02,-1.986061e-01,0.000000e+00
4.370000e+02,-1.986296e-01,0.000000e+00
4.380000e+02,-2.000000e+01,0.000000e+00
4.390000e+02,-2.000000e+01,0.000000e+00
4.400000e+02,-2.000000e+01,0.000000e+00
4.410000e+02,-2.000000e+01,0.000000e+00
4.420000e+02,-2.000000e+01,0.000000e+00
4.430000e+02,-2.000000e+01,0.000000e+00
4.440000e+02,-2.000000e+01,0.000000e+00
4.450000e+02,-9.999777e+01,0.000000e+00
4.460000e+02,-9.999822e+01,0.000000e+00
4.470000e+02,-9.999895e+01,0.000000e+00
4.480000e+02,-9.999898e+01,0.000000e+00
4.490000e+02,-3.719401e+01,0.000000e+00
4.500000e+02,-3.712062e+01,0.000000e+00
4.510000e+02,-3.612069e+01,0.000000e+00
4.520000e+02,-3.585725e+01,0.000000e+00
4.530000e+02,-3.490171e+01,0.000000e+00
4.540000e+02,-3.356160e+01,0.000000e+00
4.550000e+02,-2.745729e+01,4.559868e+00
4.560000e+02,-2.745729e+01,-4.559868e+00
4.570000e+02,-2.990274e+01,0.000000e+00
4.580000e+02,-2.245215e+01,0.000000e+00
4.590000e+02,-1.460795e+01,0.000000e+00
4.600000e+02,-1.445951e+01,0.000000e+00
4.610000e+02,-1.423805e+01,0.000000e+00
4.620000e+02,-1.424721e+01,0.000000e+00
4.630000e+02,-1.011017e+01,0.000000e+00
4.640000e+02,-1.009667e+01,0.000000e+00
4.650000e+02,-1.006989e+01,0.000000e+00
4.660000e+02,-1.007045e+01,0.000000e+00
4.670000e+02,-4.978363e-01,6.925713e+00
4.680000e+02,-4.978363e-01,-6.925713e+00
4.690000e+02,-4.916384e-01,6.866708e+00
4.700000e+02,-4.916384e-01,-6.866708e+00
4.710000e+02,-4.924696e-01,6.870948e+00
4.720000e+02,-4.924696e-01,-6.870948e+00
4.730000e+02,-1.137166e+00,3.926262e+00
4.740000e+02,-1.137166e+00,-3.926262e+00
4.750000e+02,-1.338404e-01,3.726446e+00
4.760000e+02,-1.338404e-01,-3.726446e+00
4.770000e+02,-4.480921e+00,0.000000e+00
4.780000e+02,-4.444525e+00,0.000000e+00
4.790000e+02,-3.527672e+00,0.000000e+00
4.800000e+02,-3.361641e+00,0.000000e+00
4.810000e+02,-5.675023e-01,2.079126e+00
4.820000e+02,-5.675023e-01,-2.079126e+00
4.830000e+02,-7.219975e-01,1.943636e+00
4.840000e+02,-7.219975e-01,-1.943636e+00
4.850000e+02,-1.692489e+00,1.553661e+00
4.860000e+02,-1.692489e+00,-1.553661e+00
4.870000e+02,-2.783836e+00,0.000000e+00
4.880000e+02,-2.765331e+00,0.000000e+00
4.890000e+02,-1.009036e+00,1.545974e+00
4.900000e+02,-1.009036e+00,-1.545974e+00
4.910000e+02,-1.896868e+00,0.000000e+00
4.920000e+02,-2.001381e+00,0.000000e+00
4.930000e+02,-1.999828e+00,0.000000e+00
4.940000e+02,-1.591331e+00,0.000000e+00
4.950000e+02,-2.491760e-01,6.450003e-01
4.960000e+02,-2.491760e-01,-6.450003e-01
4.970000e+02,-9.736376e-01,1.104162e-01
4.980000e+02,-9.736376e-01,-1.104162e-01
4.990000e+02,-3.863548e-01,4.496176e-01
5.000000e+02,-3.863548e-01,-4.496176e-01
5.010000e+02,-3.724046e-01,4.554463e-01
5.020000e+02,-3.724046e-01,-4.554463e-01
5.030000e+02,-6.097910e-01,2.089836e-01
5.040000e+02,-6.097910e-01,-2.089836e-01
5.050000e+02,-5.633328e-01,0.000000e+00
5.060000e+02,6.338682e-06,0.000000e+00
5.070000e+02,-7.333342e-02,0.000000e+00
5.080000e+02,-9.683079e-02,0.000000e+00
5.090000e+02,-1.962341e-01,0.000000e+00
5.100000e+02,-1.986070e-01,0.000000e+00
5.110000e+02,-1.986296e-01,0.000000e+00
5.120000e+02,-2.000000e+01,0.000000e+00
5.130000e+02,-2.000000e+01,0.000000e+00
5.140000e+02,-2.000000e+01,0.000000e+00
5.150000e+02,-2.000000e+01,0.000000e+00
5.160000e+02,-2.000000e+01,0.000000e+00
5.170000e+02,-2.000000e+01,0.000000e+00
5.180000e+02,-2.000000e+01,0.000000e+00
5.190000e+02,-9.999777e+01,0.000000e+00
5.200000e+02,-9.999822e+01,0.000000e+00
5.210000e+02,-9.999895e+01,0.000000e+00
5.220000e+02,-9.999898e+01,0.000000e+00
5.230000e+02,-3.719401e+01,0.000000e+00
5.240000e+02,-3.712062e+01,0.000000e+00
5.250000e+02,-3.612071e+01,0.000000e+00
5.260000e+02,-3.585724e+01,0.000000e+00
5.270000e+02,-3.490169e+01,0.000000e+00
5.280000e+02,-3.356158e+01,0.000000e+00
5.290000e+02,-2.745685e+01,4.559722e+00
5.300000e+02,-2.745685e+01,-4.559722e+00
5.310000e+02,-2.990306e+01,0.000000e+00
5.320000e+02,-2.245215e+01,0.000000e+00
5.330000e+02,-1.460792e+01,0.000000e+00
5.340000e+02,-1.445943e+01,0.000000e+00
5.350000e+02,-1.423804e+01,0.000000e+00
5.360000e+02,-1.424721e+01,0.000000e+00
5.370000e+02,-1.011017e+01,0.000000e+00
5.380000e+02,-1.009668e+01,0.000000e+00
5.390000e+02,-1.006989e+01,0.000000e+00
5.400000e+02,-1.007045e+01,0.000000e+00
5.410000e+02,-4.978718e-01,6.925790e+00
5.420000e+02,-4.978718e-01,-6.925790e+00
5.430000e+02,-4.916215e-01,6.866771e+00
5.440000e+02,-4.916215e-01,-6.866771e+00
5.450000e+02,-4.924773e-01,6.870928e+00
5.460000e+02,-4.924773e-01,-6.870928e+00
5.470000e+02,-1.116163e+00,3.910409e+00
5.480000e+02,-1.116163e+00,-3.910409e+00
5.490000e+02,-1.596716e-01,3.729636e+00
5.500000e+02,-1.596716e-01,-3.729636e+00
5.510000e+02,-4.480819e+00,0.000000e+00
5.520000e+02,-4.444523e+00,0.000000e+00
5.530000e+02,-3.527990e+00,0.000000e+00
5.540000e+02,-3.361624e+00,0.000000e+00
5.550000e+02,-5.760496e-01,2.064149e+00
